TotalNumberOfVotes,Score,Time,WordsInSummary,WordsInText,HelpfulnessScore
8,5,2007,4,20,62.5
5,5,2007,10,179,100
1,5,2007,5,16,100
1,5,2007,7,129,100
0,3,2007,2,72,0
3,5,2007,3,25,100
0,5,2007,1,25,0
4,5,2007,4,38,75
11,5,2007,7,248,100
2,5,2007,9,68,100
4,3,2007,1,29,100
17,5,2007,6,108,94.1176470588
10,5,2007,2,26,90
16,5,2007,6,121,100
2,5,2007,1,101,100
4,5,2007,9,156,100
8,4,2007,6,258,100
12,1,2007,11,81,91.6666666667
2,5,2007,3,19,100
5,5,2007,7,111,100
4,5,2007,4,11,100
1,5,2007,2,16,100
4,1,2007,5,28,75
20,5,2007,2,25,100
2,4,2007,2,17,50
8,5,2007,3,62,100
1,5,2007,2,54,100
5,5,2007,6,139,100
5,5,2007,1,14,100
6,5,2007,3,25,83.3333333333
11,5,2007,2,39,90.9090909091
12,5,2007,10,57,91.6666666667
1,5,2007,4,54,100
1,4,2007,1,33,100
2,5,2007,2,36,100
3,5,2007,3,39,100
0,5,2007,5,34,0
13,3,2007,2,27,69.2307692308
34,1,2007,6,46,0
25,1,2007,1,61,88
3,5,2007,4,255,100
2,4,2007,5,116,100
6,5,2007,6,13,100
7,5,2007,2,60,100
3,5,2007,7,27,100
2,5,2007,2,25,100
0,5,2007,4,52,0
2,5,2007,7,104,100
5,4,2007,4,59,100
21,5,2007,5,203,100
1,5,2007,2,101,100
5,5,2007,2,44,80
4,5,2007,4,50,100
36,1,2007,3,16,0
5,3,2007,3,18,60
2,5,2007,1,22,100
8,2,2007,4,40,62.5
5,5,2007,6,12,40
0,2,2007,1,17,0
3,5,2007,2,19,100
0,5,2007,1,32,0
0,5,2007,3,21,0
7,1,2007,7,21,71.4285714286
1,5,2007,5,185,100
1,5,2007,5,59,100
30,5,2007,2,44,96.6666666667
0,5,2007,2,28,0
5,5,2007,2,20,80
0,5,2007,2,93,0
0,5,2007,2,28,0
10,1,2007,7,62,40
1,5,2007,2,19,100
0,5,2007,3,52,0
0,5,2007,1,40,0
9,4,2007,2,59,100
0,3,2007,3,107,0
23,2,2007,3,57,34.7826086957
5,5,2007,7,60,80
10,1,2007,6,131,70
1,5,2007,6,108,100
4,5,2007,3,136,100
4,4,2007,4,130,100
0,5,2007,6,111,0
5,4,2007,2,40,100
2,5,2007,12,51,100
1,1,2007,3,21,100
2,5,2007,2,24,100
0,5,2007,3,32,0
7,5,2007,7,67,100
17,2,2007,2,71,52.9411764706
4,2,2007,2,55,100
1,5,2007,4,88,100
0,5,2007,5,28,0
0,4,2007,2,19,0
2,5,2007,2,27,100
0,5,2007,2,23,0
0,5,2007,9,75,0
0,5,2007,2,74,0
0,5,2007,7,193,0
4,5,2007,4,125,75
3,3,2007,5,45,66.6666666667
0,5,2007,3,21,0
0,5,2007,4,71,0
0,5,2007,9,25,0
0,4,2007,2,30,0
5,1,2007,5,40,40
2,5,2007,7,85,100
3,5,2007,2,26,66.6666666667
0,5,2007,5,32,0
6,4,2007,2,155,83.3333333333
2,5,2007,2,38,100
3,5,2007,1,43,100
10,5,2007,2,24,80
1,5,2007,5,21,100
27,2,2007,3,27,3.7037037037
18,5,2007,4,51,55.5555555556
0,5,2007,9,62,0
0,5,2007,2,21,0
2,5,2007,3,27,100
8,5,2007,7,100,100
1,5,2007,2,33,100
0,5,2007,5,31,0
0,4,2007,4,31,0
0,5,2007,2,32,0
0,5,2007,5,29,0
4,5,2007,7,121,75
1,5,2007,3,38,100
5,5,2007,10,99,100
1,5,2007,2,18,100
4,5,2007,4,39,100
1,5,2007,1,19,100
1,5,2007,3,82,100
0,5,2007,1,16,0
7,1,2007,2,20,42.8571428571
4,1,2007,3,61,75
3,5,2007,2,17,33.3333333333
1,1,2007,1,24,0
1,2,2007,5,102,0
2,5,2007,5,13,100
2,4,2007,3,26,0
5,5,2007,4,78,80
0,5,2007,5,20,0
2,1,2007,7,148,0
0,5,2007,6,41,0
1,5,2007,4,66,100
2,1,2007,7,28,0
4,1,2007,4,38,25
2,5,2007,1,36,100
0,5,2007,5,21,0
0,5,2007,1,65,0
0,5,2007,8,41,0
4,5,2007,2,233,100
4,5,2007,1,41,100
0,5,2007,5,33,0
5,5,2007,6,83,100
2,5,2007,2,69,50
0,5,2007,2,35,0
0,3,2007,5,31,0
0,5,2007,4,15,0
0,5,2007,2,68,0
9,5,2007,7,41,100
0,5,2007,8,78,0
7,5,2007,1,50,85.7142857143
5,5,2007,10,18,80
5,4,2007,2,41,80
0,4,2007,5,49,0
0,5,2007,7,28,0
1,5,2007,5,26,100
7,4,2007,4,101,85.7142857143
8,5,2007,2,69,100
6,5,2007,7,82,83.3333333333
0,5,2007,4,46,0
1,5,2007,2,258,100
3,3,2007,2,55,66.6666666667
40,5,2007,1,283,92.5
2,5,2007,3,50,50
9,5,2007,3,145,66.6666666667
14,4,2007,2,267,28.5714285714
5,5,2007,3,56,100
17,3,2007,5,59,5.88235294118
1,4,2007,2,33,100
2,5,2007,6,181,100
6,1,2007,3,97,33.3333333333
7,1,2007,6,11,42.8571428571
0,5,2007,2,21,0
8,5,2007,2,16,87.5
2,4,2007,1,44,100
5,5,2007,2,97,80
1,5,2007,2,21,100
4,5,2007,2,35,100
0,5,2007,2,58,0
0,5,2007,7,25,0
2,4,2007,5,125,100
2,5,2007,3,153,100
1,5,2007,4,24,100
7,1,2007,6,71,14.2857142857
1,3,2007,4,62,100
4,5,2007,3,62,100
0,5,2007,1,59,0
0,5,2007,7,40,0
13,1,2007,8,90,46.1538461538
27,5,2007,2,77,92.5925925926
2,5,2007,2,63,100
18,5,2007,7,37,94.4444444444
15,3,2007,4,176,100
5,4,2007,6,47,80
0,5,2007,2,34,0
4,4,2007,5,52,75
0,5,2007,5,17,0
12,5,2007,6,113,100
23,5,2007,4,76,100
0,5,2007,3,22,0
0,5,2007,2,18,0
0,5,2007,3,47,0
0,5,2007,3,15,0
3,5,2007,2,18,66.6666666667
15,4,2007,4,69,100
1,4,2007,1,19,0
1,5,2007,6,33,100
11,5,2007,4,145,72.7272727273
1,5,2007,2,75,100
4,5,2007,2,51,100
1,5,2007,3,41,0
1,5,2007,5,134,100
8,5,2007,3,74,100
11,5,2007,2,46,100
14,5,2007,10,24,100
1,5,2007,2,57,100
1,5,2007,6,23,100
1,5,2007,2,40,100
1,5,2007,8,68,100
9,5,2007,3,84,100
3,5,2007,2,50,66.6666666667
0,5,2007,1,63,0
0,5,2007,5,33,0
0,5,2007,2,33,0
1,5,2007,2,56,100
0,5,2007,6,263,0
0,5,2007,4,58,0
1,5,2007,1,20,0
4,5,2007,5,54,75
6,4,2007,4,37,50
0,4,2007,1,32,0
1,5,2007,1,27,100
0,5,2007,4,62,0
2,5,2007,3,56,100
11,3,2007,4,19,18.1818181818
10,3,2007,4,60,30
0,5,2007,4,27,0
8,5,2007,2,69,100
1,5,2007,2,19,100
1,4,2007,6,20,100
5,5,2007,5,98,80
1,5,2007,3,84,100
4,5,2007,2,124,100
1,5,2007,2,17,100
0,5,2007,3,46,0
6,5,2007,2,32,83.3333333333
2,5,2007,2,39,100
42,5,2007,4,67,73.8095238095
45,5,2007,4,86,73.3333333333
1,5,2007,9,83,100
2,5,2007,8,46,100
2,5,2007,8,53,100
2,5,2007,3,22,100
5,5,2007,4,19,60
19,5,2007,5,57,100
7,5,2007,4,74,85.7142857143
6,5,2007,2,14,83.3333333333
6,5,2007,5,95,100
9,1,2007,5,90,66.6666666667
2,1,2007,3,110,100
6,5,2007,11,265,100
4,5,2007,3,121,75
4,5,2007,7,37,75
4,5,2007,4,51,100
5,5,2007,2,32,80
11,5,2007,5,56,90.9090909091
26,4,2007,4,117,84.6153846154
40,5,2007,3,43,90
2,5,2007,3,17,50
3,5,2007,1,16,66.6666666667
4,5,2007,3,52,75
3,5,2007,2,32,100
11,1,2007,2,69,81.8181818182
12,5,2007,8,71,100
30,5,2007,5,70,90
1,5,2007,5,34,100
1,4,2007,7,44,100
0,5,2007,3,39,0
4,2,2007,1,27,0
5,3,2007,5,48,60
0,4,2007,4,49,0
2,5,2007,2,30,100
0,5,2007,2,53,0
7,5,2007,8,45,100
2,4,2007,1,34,100
0,5,2007,4,78,0
70,2,2007,11,342,94.2857142857
3,3,2007,3,14,0
6,5,2007,3,26,100
1,5,2007,3,63,100
1,5,2007,2,37,100
1,3,2007,3,47,100
0,5,2007,3,15,0
5,4,2007,3,119,80
4,3,2007,8,62,25
5,5,2007,5,66,80
2,5,2007,2,49,100
36,1,2007,8,127,80.5555555556
2,5,2007,2,45,50
2,5,2007,2,72,100
4,4,2007,2,57,100
5,4,2007,3,41,80
2,5,2007,6,192,50
2,5,2007,5,32,50
8,1,2007,8,62,12.5
2,5,2007,4,51,100
4,4,2007,3,219,25
11,5,2007,2,141,72.7272727273
2,3,2007,8,83,50
3,5,2007,2,40,100
5,5,2007,1,41,100
5,5,2007,4,17,100
1,5,2007,2,49,100
3,5,2007,4,53,100
3,5,2007,2,54,100
18,3,2007,3,155,66.6666666667
4,3,2007,7,51,75
0,5,2007,3,19,0
5,3,2007,7,32,60
5,5,2007,4,41,100
1,5,2007,1,88,100
3,5,2007,5,29,100
6,5,2007,4,89,100
2,5,2007,3,120,100
19,5,2007,2,44,100
1,4,2007,12,25,100
3,5,2007,2,49,100
2,5,2007,2,17,100
1,5,2007,2,45,100
1,5,2007,7,46,100
1,5,2007,2,23,100
1,5,2007,6,26,100
10,3,2007,6,163,100
0,5,2007,2,77,0
3,5,2007,6,18,100
3,4,2007,11,35,100
0,5,2007,5,34,0
1,5,2007,6,64,100
20,5,2007,2,65,100
22,5,2007,3,102,100
42,5,2007,1,138,97.619047619
2,5,2007,2,71,100
38,4,2007,2,287,100
22,5,2007,2,48,100
7,5,2007,5,18,28.5714285714
3,4,2007,2,22,100
11,4,2007,5,34,100
6,5,2007,2,30,100
3,5,2007,7,37,100
4,5,2007,7,14,75
7,4,2007,5,82,100
4,5,2007,4,111,75
1,4,2007,5,41,100
1,4,2007,9,56,100
5,5,2007,3,20,100
4,5,2007,1,22,100
3,5,2007,9,85,100
3,5,2007,5,26,100
1,5,2007,2,59,100
3,5,2007,4,44,100
2,5,2007,5,41,100
3,5,2007,2,46,66.6666666667
3,5,2007,4,41,66.6666666667
3,5,2007,2,43,66.6666666667
8,5,2007,10,170,100
8,3,2007,4,85,62.5
3,5,2007,3,41,66.6666666667
2,5,2007,2,97,100
1,5,2007,4,131,100
7,5,2007,6,22,85.7142857143
4,5,2007,2,78,100
25,1,2007,9,98,88
2,5,2007,2,22,100
4,5,2007,1,34,100
5,5,2007,1,108,100
3,5,2007,4,122,100
16,5,2007,4,40,93.75
3,5,2007,2,27,66.6666666667
0,5,2007,6,35,0
1,5,2007,5,123,100
0,5,2007,1,18,0
0,5,2007,1,22,0
2,5,2007,2,17,100
4,5,2007,3,57,75
8,5,2007,5,225,87.5
3,5,2007,2,63,100
0,4,2007,4,108,0
2,5,2007,2,23,50
0,5,2007,9,238,0
0,5,2007,3,51,0
0,5,2007,2,71,0
27,5,2007,12,382,100
0,5,2007,6,44,0
8,3,2007,6,139,50
4,5,2007,2,81,100
6,5,2007,3,59,50
11,5,2007,7,176,90.9090909091
5,5,2007,11,108,100
5,5,2007,6,58,100
11,5,2007,1,27,81.8181818182
13,5,2007,3,209,100
2,5,2007,4,63,100
15,1,2007,4,21,6.66666666667
14,2,2007,5,34,7.14285714286
1,5,2007,6,70,100
4,5,2007,7,40,100
23,5,2007,8,307,91.3043478261
15,3,2007,4,75,100
7,5,2007,8,29,71.4285714286
3,5,2007,6,22,66.6666666667
2,5,2007,4,164,100
5,5,2007,2,28,60
6,5,2007,2,30,100
5,5,2007,4,14,100
1,5,2007,10,153,100
2,5,2007,8,89,100
3,5,2007,2,47,100
0,5,2007,3,47,0
0,5,2007,4,29,0
3,5,2007,5,119,100
14,1,2007,1,153,78.5714285714
8,5,2007,8,72,87.5
5,5,2007,5,137,100
6,5,2007,10,96,100
1,5,2007,1,36,100
1,4,2007,5,55,100
12,5,2007,2,96,100
16,5,2007,8,102,100
1,5,2007,4,58,100
41,5,2007,4,270,97.5609756098
12,5,2007,5,114,8.33333333333
9,5,2007,1,55,11.1111111111
1,5,2007,3,35,100
1,5,2007,1,44,100
4,5,2007,3,51,75
2,5,2007,1,13,100
7,5,2007,2,94,100
3,5,2007,1,41,100
9,5,2007,3,26,88.8888888889
5,5,2007,3,261,100
3,5,2007,6,53,100
1,5,2007,2,14,100
1,5,2007,2,42,100
2,5,2007,3,22,100
3,5,2007,5,35,66.6666666667
0,5,2007,2,231,0
4,5,2007,2,18,75
2,5,2007,6,57,100
2,5,2007,1,16,50
3,3,2007,3,38,100
2,5,2007,7,76,100
2,4,2007,9,161,100
2,5,2007,5,18,100
2,5,2007,4,46,100
9,5,2007,6,72,88.8888888889
24,2,2007,4,198,87.5
7,1,2007,3,45,28.5714285714
2,4,2007,2,45,100
5,5,2007,2,16,0
1,5,2007,4,37,0
4,5,2007,2,20,100
4,1,2007,1,73,100
3,1,2007,1,34,100
16,2,2007,4,32,43.75
82,5,2007,2,253,100
0,5,2007,2,16,0
6,5,2007,7,44,50
0,2,2007,3,63,0
0,4,2007,2,65,0
0,5,2007,2,20,0
0,2,2007,5,30,0
1,5,2007,4,21,100
1,5,2007,3,71,100
9,2,2007,5,65,55.5555555556
13,1,2007,6,17,38.4615384615
32,5,2007,2,41,96.875
1,5,2007,2,15,100
3,4,2007,4,16,66.6666666667
5,5,2007,7,20,100
2,5,2007,5,51,100
6,5,2007,2,337,66.6666666667
1,4,2007,2,20,100
5,5,2007,1,30,60
3,5,2007,4,81,100
0,4,2007,3,30,0
3,5,2007,4,38,100
6,5,2007,14,76,100
5,5,2007,4,65,100
12,5,2007,1,16,91.6666666667
8,4,2007,4,38,100
7,5,2007,4,150,85.7142857143
1,4,2007,1,20,100
1,5,2007,1,17,100
1,5,2007,2,14,0
1,5,2007,1,25,100
0,5,2007,2,18,0
4,5,2007,3,49,100
1,5,2007,3,25,100
1,4,2007,4,27,100
1,5,2007,1,20,100
16,5,2007,9,48,56.25
1,4,2007,2,39,100
2,5,2007,1,35,100
23,5,2007,9,130,100
0,5,2007,5,63,0
2,5,2007,1,48,100
1,5,2007,2,39,100
1,5,2007,4,130,100
1,5,2007,2,117,100
1,5,2007,3,24,100
1,5,2007,3,23,100
1,5,2007,5,55,100
8,4,2007,2,18,100
4,3,2007,2,266,75
3,5,2007,11,190,100
13,1,2007,6,127,23.0769230769
0,5,2007,2,35,0
13,5,2007,5,195,100
4,5,2007,3,25,75
4,5,2007,1,73,100
2,5,2007,5,171,100
0,5,2007,7,57,0
1,2,2007,1,31,0
1,5,2007,3,54,100
1,4,2007,4,97,100
1,5,2007,4,98,100
1,5,2007,3,106,100
1,5,2007,2,68,100
2,5,2007,2,32,100
0,4,2007,2,91,0
4,5,2007,4,53,100
0,5,2007,1,57,0
0,3,2007,7,31,0
0,5,2007,4,32,0
4,5,2007,2,32,100
1,5,2007,3,52,100
1,5,2007,4,17,100
1,5,2007,3,16,100
1,5,2007,6,27,100
5,5,2007,2,98,60
14,5,2007,2,48,92.8571428571
4,1,2007,1,27,50
7,5,2007,1,57,100
10,3,2007,2,90,90
0,5,2007,1,190,0
0,3,2007,5,17,0
4,4,2007,5,75,100
24,5,2007,2,88,87.5
10,5,2007,3,63,90
15,5,2007,3,116,80
0,5,2007,4,141,0
4,5,2007,2,198,100
1,5,2007,2,30,100
5,5,2007,10,18,40
1,4,2007,2,17,100
1,5,2007,5,82,100
0,3,2007,4,24,0
0,5,2007,2,23,0
0,5,2007,2,19,0
16,2,2007,1,88,0
2,5,2007,8,108,100
7,5,2007,3,50,85.7142857143
12,3,2007,7,35,50
5,4,2007,3,38,100
2,5,2007,3,59,0
1,5,2007,2,31,100
3,3,2007,5,32,100
6,5,2007,4,36,100
1,5,2007,2,43,100
15,5,2007,2,104,60
4,5,2007,10,118,100
1,5,2007,5,45,100
3,1,2007,2,20,100
2,5,2007,2,83,100
14,5,2007,2,99,100
1,5,2007,9,74,100
0,4,2007,6,39,0
1,5,2007,2,44,100
5,5,2007,5,86,100
5,5,2007,6,63,100
2,5,2007,9,63,100
0,5,2007,3,13,0
2,5,2007,2,23,100
4,4,2007,10,43,50
11,5,2007,4,34,100
8,5,2007,13,109,75
3,5,2007,2,14,100
2,5,2007,5,51,50
0,5,2007,9,41,0
2,5,2007,5,79,100
6,5,2007,3,97,83.3333333333
4,1,2007,2,23,100
13,5,2007,5,69,100
10,4,2007,2,162,100
0,5,2007,2,18,0
9,3,2007,7,83,66.6666666667
1,5,2007,2,30,100
4,5,2007,2,17,75
1,2,2007,1,21,0
6,5,2007,5,20,83.3333333333
1,5,2007,3,18,100
3,5,2007,2,80,100
4,5,2007,8,120,100
5,4,2007,1,18,100
3,3,2007,7,94,100
0,5,2007,1,19,0
2,5,2007,3,37,100
11,4,2007,4,153,90.9090909091
3,5,2007,7,179,100
2,5,2007,6,85,100
4,5,2007,2,14,75
22,5,2007,11,121,86.3636363636
0,5,2007,4,33,0
3,5,2007,3,33,100
8,5,2007,5,109,87.5
6,5,2007,4,94,100
1,5,2007,2,23,0
11,4,2007,3,22,9.09090909091
2,4,2007,2,46,100
0,4,2007,6,48,0
0,5,2007,4,15,0
2,4,2007,7,29,50
0,5,2007,2,51,0
1,3,2007,5,31,100
0,5,2007,4,31,0
17,5,2007,2,55,94.1176470588
14,5,2007,4,118,92.8571428571
5,5,2007,7,155,100
2,5,2007,2,64,100
4,5,2007,2,59,75
2,5,2007,4,51,100
1,2,2007,4,27,0
1,5,2007,2,46,100
5,2,2007,11,85,60
7,1,2007,9,83,57.1428571429
8,5,2007,3,50,100
6,2,2007,3,17,0
2,5,2007,2,42,100
1,5,2007,8,117,100
9,4,2007,5,73,100
2,5,2007,2,37,100
0,1,2007,2,21,0
0,5,2007,3,59,0
2,3,2007,6,71,100
1,5,2007,2,57,100
1,5,2007,3,27,100
5,1,2007,4,48,0
11,4,2007,4,65,90.9090909091
2,5,2007,12,79,100
2,4,2007,3,54,100
4,5,2007,1,49,100
7,5,2007,3,103,85.7142857143
0,5,2007,3,41,0
1,5,2007,6,141,100
0,4,2007,3,27,0
0,5,2007,1,14,0
7,5,2007,6,9,85.7142857143
1,3,2007,4,34,100
5,4,2007,8,29,40
7,1,2007,5,140,57.1428571429
0,5,2007,7,30,0
6,5,2007,11,152,100
2,1,2007,5,84,50
1,2,2007,4,23,100
11,5,2007,11,161,100
6,5,2007,6,31,83.3333333333
8,5,2007,2,93,100
18,5,2007,7,168,50
7,5,2007,4,44,100
12,5,2007,1,115,66.6666666667
10,1,2007,6,64,10
8,2,2007,5,57,12.5
11,5,2007,7,39,100
0,5,2007,7,71,0
0,5,2007,2,42,0
1,5,2007,3,29,100
5,5,2007,4,95,80
46,5,2007,18,1242,17.3913043478
7,4,2007,6,119,42.8571428571
9,3,2007,3,133,77.7777777778
0,5,2007,5,9,0
6,5,2007,4,125,100
9,5,2007,3,38,77.7777777778
3,5,2007,5,49,66.6666666667
4,3,2007,5,83,100
1,5,2007,3,51,100
4,5,2007,6,107,100
1,5,2007,2,122,100
3,5,2007,1,14,100
1,4,2007,4,47,100
1,1,2007,4,23,0
0,5,2007,3,36,0
9,5,2007,3,52,88.8888888889
1,5,2007,5,155,100
2,5,2007,2,52,50
2,5,2007,4,31,50
1,5,2007,2,13,100
7,1,2007,2,60,71.4285714286
7,3,2007,5,27,71.4285714286
1,5,2007,4,37,100
2,4,2007,5,60,100
18,5,2007,3,48,100
3,5,2007,6,49,100
3,5,2007,5,27,100
3,5,2007,4,27,100
3,5,2007,5,22,66.6666666667
47,3,2007,6,190,76.5957446809
7,5,2007,3,17,100
17,5,2007,4,65,94.1176470588
0,5,2007,3,70,0
14,5,2007,4,54,100
1,5,2007,4,39,0
6,5,2007,3,69,100
4,5,2007,3,52,100
3,5,2007,2,71,100
2,5,2007,2,22,100
0,2,2007,2,64,0
3,5,2007,1,28,100
2,5,2007,4,56,100
16,1,2007,4,121,93.75
7,5,2007,4,67,100
7,5,2007,4,92,100
8,3,2007,9,119,87.5
6,4,2007,6,132,100
7,5,2007,4,12,100
8,5,2007,2,59,100
5,5,2007,3,107,100
0,5,2007,4,78,0
3,5,2007,5,53,100
4,4,2007,2,76,100
5,4,2007,2,47,100
3,5,2007,3,20,100
4,5,2007,2,61,100
6,5,2007,8,80,100
2,5,2007,2,24,100
1,5,2007,11,7,100
9,1,2007,3,67,88.8888888889
1,5,2007,1,30,100
43,5,2007,6,242,4.6511627907
1,5,2007,3,24,100
5,5,2007,3,33,60
1,3,2007,3,35,0
8,1,2007,2,33,100
4,2,2007,1,15,25
7,2,2007,3,46,71.4285714286
8,5,2007,7,314,100
3,4,2007,6,11,66.6666666667
0,4,2007,6,28,0
0,5,2007,4,50,0
5,3,2007,10,36,60
35,1,2007,5,124,0
2,1,2007,5,31,100
1,5,2007,3,50,100
24,1,2007,5,49,100
3,5,2007,6,22,66.6666666667
5,5,2007,3,144,100
4,5,2007,10,55,100
1,5,2007,2,15,100
3,5,2007,4,65,100
3,3,2007,2,53,66.6666666667
1,5,2007,2,59,100
4,4,2007,4,73,75
65,1,2007,3,86,95.3846153846
1,5,2007,1,21,100
5,5,2007,5,97,100
4,3,2007,5,47,75
6,2,2007,7,28,16.6666666667
1,5,2007,1,47,100
8,5,2007,7,76,62.5
1,5,2007,1,11,100
1,5,2007,2,36,100
7,3,2007,10,96,71.4285714286
1,5,2007,2,50,100
4,5,2007,2,145,100
24,1,2007,3,15,66.6666666667
11,5,2007,5,38,100
7,5,2007,2,31,100
5,5,2007,3,71,100
8,5,2007,2,72,87.5
4,5,2007,1,34,25
1,3,2007,3,12,0
3,5,2007,3,28,100
11,4,2007,3,40,100
17,4,2007,4,43,70.5882352941
3,3,2007,6,142,0
20,5,2007,17,147,90
3,5,2007,3,102,100
0,5,2007,2,34,0
1,5,2007,3,21,0
8,5,2007,2,39,87.5
3,2,2007,2,23,100
14,5,2007,5,261,92.8571428571
2,4,2007,5,35,50
10,5,2007,4,79,100
5,5,2007,2,134,100
3,4,2007,4,348,66.6666666667
1,4,2007,3,110,100
3,5,2007,4,26,100
4,3,2007,7,148,100
2,4,2007,2,37,100
5,5,2007,1,15,80
3,3,2007,1,188,100
1,5,2007,3,35,100
12,1,2007,4,26,58.3333333333
8,5,2007,3,58,75
5,5,2007,2,15,100
4,5,2007,3,36,100
3,3,2007,6,165,100
3,2,2007,4,109,100
0,5,2007,6,32,0
12,2,2007,4,157,16.6666666667
3,4,2007,3,190,100
4,1,2007,11,25,100
2,5,2007,6,77,50
1,5,2007,1,18,0
0,5,2007,2,45,0
14,4,2007,3,103,100
9,1,2007,10,135,55.5555555556
10,1,2007,5,25,100
0,2,2007,2,23,0
2,5,2007,4,61,100
1,5,2007,2,26,100
2,5,2007,6,41,100
34,5,2007,8,238,100
15,5,2007,7,142,100
3,5,2007,2,25,100
1,2,2007,3,109,100
1,5,2007,2,230,100
6,5,2007,2,42,83.3333333333
20,1,2007,2,39,65
2,3,2007,3,22,50
18,5,2007,7,134,100
6,5,2007,3,26,100
3,5,2007,3,21,66.6666666667
0,4,2007,4,14,0
6,5,2007,1,61,83.3333333333
1,5,2007,2,21,100
0,5,2007,5,11,0
0,2,2007,2,29,0
25,5,2007,3,107,80
0,5,2007,5,99,0
0,4,2007,4,26,0
0,4,2007,3,36,0
9,3,2007,8,155,55.5555555556
0,5,2007,4,124,0
34,5,2007,2,133,97.0588235294
0,5,2007,4,51,0
0,5,2007,3,53,0
7,5,2007,3,17,28.5714285714
1,5,2007,1,43,100
3,5,2007,2,59,100
4,5,2007,3,109,100
0,5,2007,2,33,0
37,1,2007,10,48,10.8108108108
2,4,2007,6,255,50
0,5,2007,5,18,0
2,5,2007,2,70,100
1,5,2007,3,132,100
1,5,2007,6,31,100
1,5,2007,2,39,100
1,4,2007,9,23,100
1,5,2007,5,10,100
5,5,2007,7,51,100
2,5,2007,3,11,100
0,5,2007,8,56,0
3,5,2007,3,63,100
6,5,2007,5,92,100
6,5,2007,9,530,83.3333333333
2,5,2007,3,28,50
2,5,2007,12,9,50
1,5,2007,3,19,100
0,5,2007,2,32,0
2,5,2007,5,30,50
3,5,2007,6,112,100
2,5,2007,1,13,0
0,5,2007,2,24,0
1,3,2007,1,81,100
3,5,2007,1,24,33.3333333333
0,5,2007,2,165,0
11,1,2007,5,44,63.6363636364
1,5,2007,3,81,0
2,5,2007,2,17,50
1,5,2007,3,44,0
2,5,2007,2,44,50
1,5,2007,2,34,100
10,5,2007,2,95,100
5,5,2007,5,60,100
1,4,2007,2,39,100
1,5,2007,1,70,100
3,4,2007,3,30,33.3333333333
2,5,2007,5,26,50
5,5,2007,1,63,100
5,1,2007,6,21,100
1,3,2007,2,85,100
0,5,2007,5,17,0
1,5,2007,3,18,100
0,5,2007,1,25,0
3,5,2007,5,24,100
5,5,2007,3,118,100
5,5,2007,5,78,100
5,5,2007,3,84,100
2,5,2007,3,102,100
0,5,2007,5,114,0
7,5,2007,4,25,100
10,5,2007,3,136,100
1,4,2007,4,53,100
1,5,2007,4,46,100
1,4,2007,2,14,0
6,5,2007,6,82,83.3333333333
2,5,2007,3,26,50
6,5,2007,4,104,100
3,5,2007,2,59,100
6,2,2007,1,89,50
8,2,2007,7,139,62.5
0,5,2007,5,58,0
0,5,2007,2,45,0
4,5,2007,8,177,50
1,5,2007,5,59,100
4,5,2007,4,77,75
5,1,2007,8,85,20
0,4,2007,1,51,0
5,2,2007,1,24,40
0,5,2007,2,53,0
2,5,2007,2,23,50
5,5,2007,3,48,100
9,4,2007,3,14,22.2222222222
2,5,2007,9,85,50
6,5,2007,4,82,83.3333333333
2,5,2007,3,20,50
2,5,2007,2,36,100
0,5,2007,2,25,0
3,5,2007,5,22,0
3,2,2007,3,15,0
0,5,2007,1,18,0
1,3,2007,4,35,100
15,5,2007,2,51,93.3333333333
10,5,2007,3,41,100
7,5,2007,1,29,100
1,5,2007,7,49,100
18,5,2007,2,26,94.4444444444
14,4,2007,5,25,92.8571428571
7,5,2007,4,83,100
4,5,2007,2,14,50
6,5,2007,7,44,100
4,2,2007,9,77,25
0,5,2007,3,47,0
4,5,2007,9,54,75
1,5,2007,1,39,100
1,5,2007,3,12,100
1,5,2007,3,25,100
6,5,2007,5,25,100
4,5,2007,7,43,100
5,5,2007,4,30,80
1,5,2007,2,48,100
2,5,2007,4,39,50
1,3,2007,3,50,100
1,5,2007,1,38,0
1,5,2007,2,68,0
1,5,2007,3,23,0
1,5,2007,2,39,0
4,4,2007,2,74,100
8,5,2007,2,48,0
1,5,2007,3,33,0
1,5,2007,3,56,0
5,5,2007,4,54,100
3,5,2007,5,44,66.6666666667
1,5,2007,5,66,100
2,4,2007,5,50,0
1,4,2007,3,54,100
18,5,2007,1,48,83.3333333333
1,5,2007,6,31,0
2,5,2007,3,88,100
5,4,2007,7,268,80
1,5,2007,3,55,100
3,4,2007,5,52,100
4,4,2007,4,31,100
4,5,2007,9,59,100
5,4,2007,1,98,100
4,5,2007,3,101,75
5,5,2007,6,107,100
0,5,2007,4,39,0
1,5,2007,2,17,100
5,5,2007,7,53,80
7,5,2007,8,107,85.7142857143
9,5,2007,2,51,88.8888888889
14,4,2007,2,45,64.2857142857
17,2,2007,6,179,94.1176470588
3,5,2007,4,55,66.6666666667
4,1,2007,5,56,0
8,4,2007,2,33,100
6,5,2007,3,27,83.3333333333
0,5,2007,4,16,0
4,4,2007,6,162,100
5,5,2007,6,27,80
2,5,2007,3,34,100
4,5,2007,7,46,100
8,5,2007,1,94,100
2,5,2007,4,33,100
2,5,2007,2,29,100
32,5,2007,1,42,93.75
6,5,2007,2,31,100
